player,posteam,position,total_plays,avg_xoe,total_explosives,avg_pred
M.Gallup,DAL,WR,84,0.6875871881133034,19,0.5386032880771727
M.Gaskin,MIA,RB,104,0.7249646272796851,13,0.4000353727203149
M.Gesicki,MIA,TE,68,0.7260343064280117,13,0.4651421641602236
M.Gillislee,BUF,RB,22,0.8028193685141477,4,0.3789988133040341
M.Goodwin,SF,WR,29,0.7962326900712375,11,0.5830776547563488
M.Gordon,DEN,RB,125,0.7062125236988067,12,0.38978747630119326
M.Gordon,LAC,RB,231,0.7124225070853254,31,0.4217766271138088
M.Hardman,KC,WR,44,0.7870832414112308,13,0.5083713040433147
M.Ingram,BAL,RB,39,0.7763100220606878,6,0.37753613178546613
M.Ingram,NO,RB,171,0.7445507890474029,21,0.3782562284964567
M.Jones,DET,WR,90,0.7799411869711346,28,0.5311699241399765
M.Jones,JAX,WR,43,0.542884185130513,4,0.5501390706834405
M.Lee,JAX,LB,32,0.6792821930721402,5,0.4769678069278598
M.Lewis,JAX,TE,20,0.7440207540988922,6,0.5559792459011078
M.Lynch,LV,RB,68,0.7655055939274675,6,0.3227297001901795
M.Mack,IND,RB,127,0.7520168163175658,19,0.39758948289503265
M.Mariota,ATL,QB,21,0.8655370360329038,5,0.3725582020623343
M.Mariota,TEN,QB,36,0.8297848279277483,5,0.3091040609611405
M.Murphy,BUF,RB,22,0.6234749176285483,2,0.46743417328054254
M.Pittman,IND,WR,69,0.7215022384256556,19,0.5538600804149241
M.Ryan,ATL,QB,43,0.84810192293899,7,0.31468877473542856
M.Sanders,PHI,RB,202,0.7600837990198985,30,0.38843105246525
M.Sanu,ATL,WR,69,0.6160846235959426,13,0.5723211735055067
M.Stafford,DET,QB,23,0.8966386156237643,4,0.2772744278544965
M.Thomas,NO,WR,140,0.7240078539720604,41,0.5688492888850826
M.Tolbert,BUF,RB,22,0.5884773988615383,0,0.41152260113846173
M.Trubisky,CHI,QB,39,0.7869497079115647,6,0.3668964459345891
M.Valdes-Scantling,GB,WR,56,0.7242384941450187,16,0.561475791569267
M.Wallace,BAL,WR,41,0.7780359242020584,13,0.5390372465296489
M.Williams,LAC,DB,103,0.8530227243900299,38,0.5159093144449215
N.Agholor,PHI,WR,66,0.6278152538068367,10,0.5236998977083148
N.Boyle,BAL,TE,20,0.6457132160663605,1,0.40428678393363954
N.Brown,DAL,WR,28,0.7182076243417603,4,0.4246495185153825
N.Chubb,CLE,RB,294,0.7584745227580979,42,0.384382620099045
N.Collins,HOU,WR,29,0.7770075119774917,10,0.5678200742294048
N.Fant,DEN,TE,50,0.6574685060977936,10,0.5425314939022065
N.Harris,PIT,LB,133,0.7010267922528705,10,0.3741611776719416
N.Hines,IND,RB,122,0.6421474567690834,16,0.4890000842145232
O.Beckham,CLE,WR,39,0.7645142983931762,13,0.5688190349401572
O.Beckham,NYG,WR,70,0.7312166152255876,17,0.5116405276315553
O.Darkwa,NYG,RB,42,0.7204432991288957,4,0.3747947961091995
O.Howard,TB,TE,46,0.7524683248737584,14,0.5518795012131982
O.Zaccheaus,ATL,WR,29,0.6365311233134106,4,0.5013999111693481
P.Barber,TB,RB,126,0.6736903602168673,9,0.39773821121170405
P.Campbell,IND,WR,39,0.6620345772841038,8,0.5430936278441013
P.Dorsett,NE,WR,26,0.6245457535752883,5,0.567761938732404
P.Freiermuth,PIT,TE,28,0.6238620866622243,3,0.4832807704806328
P.Garcon,WAS,WR,24,0.6537224967032671,5,0.5546108366300663
P.Laird,MIA,RB,28,0.7796523826462882,5,0.3989190459251404
P.Lindsay,DEN,RB,153,0.7179341620089961,16,0.3866410013896967
P.Mahomes,KC,QB,60,0.8530904894073804,12,0.3469095105926196
P.Perkins,NYG,RB,43,0.6680181719536005,2,0.37849345595337625
P.Richardson,SEA,WR,20,0.6169590033590794,3,0.5330409966409206
P.Williams,MIA,WR,22,0.7010898251425136,5,0.5261829021302137
Q.Enunwa,NYJ,WR,37,0.6505342625282906,6,0.5116278996338716
R.Anderson,CAR,WR,69,0.6275287743495859,10,0.5173987618822983
R.Anderson,NYJ,WR,71,0.7693327486934797,20,0.5123573921515908
R.Armstead,JAX,RB,20,0.6490685254335403,1,0.40093147456645967
R.Cobb,GB,WR,74,0.6730152513529803,12,0.4891469108091818
R.Ellison,NYG,TE,21,0.6555979152520498,2,0.4396401799860455
R.Freeman,DEN,RB,79,0.7443671354764625,10,0.38221514300455023
R.Gage,ATL,WR,53,0.6826675708563823,12,0.5437475234832404
R.Griffin,HOU,QB,40,0.6488381672650576,6,0.5011618327349424
R.Gronkowski,NE,TE,45,0.720799090133773,15,0.6125342431995604
R.Gronkowski,TB,TE,32,0.6937680398114026,7,0.5249819601885974
R.Higgins,CLE,WR,44,0.8467784415591847,16,0.516857922077179
R.James,NYG,WR,20,0.5120350457727909,1,0.5379649542272091
R.Jennings,NYG,RB,49,0.7037419877490219,4,0.3778906653122026
R.Jones,TB,RB,125,0.7506080538034439,19,0.4013919461965561
R.Kelley,WAS,RB,62,0.7219621140149332,4,0.34255401501732485
R.Lewis,NYG,DB,23,0.7847290414830913,6,0.47614052373430005
R.Louis,CLE,WR,24,0.6560682971030474,4,0.5105983695636193
R.Mathews,PHI,RB,30,0.7404629995425542,2,0.3262036671241125
R.Matthews,TEN,WR,36,0.7303176000714302,10,0.5474601777063476
R.Moore,ARI,WR,21,0.5711545915830702,2,0.524083503655025
R.Mostert,MIA,RB,38,0.7034763278145539,5,0.42810261955386714
R.Mostert,SF,RB,66,0.8248453467632785,16,0.4175788956609639
R.Penny,SEA,RB,72,0.8207561232977443,14,0.37368832114670014
R.Stevenson,NE,RB,99,0.7036124729748928,12,0.4175996482372284
R.Tannehill,TEN,QB,41,0.9156904126085886,8,0.27943153861092357
R.Tonyan,GB,TE,38,0.848156364732667,14,0.5202646878989119
R.Turbin,IND,RB,29,0.6605670364766285,0,0.3394329635233715
R.White,TB,DB,45,0.637826904323366,2,0.4066175401210785
R.Wilson,SEA,QB,95,0.8698285058925026,23,0.3722767572653921
R.Woods,LA,WR,127,0.6767361179346175,27,0.5358623072622329
R.Woods,TEN,WR,22,0.685381602157246,4,0.49643657966093585
S.Ahmed,MIA,RB,34,0.6716073216760859,2,0.3872162077356787
S.Barkley,NYG,RB,257,0.7014899823220323,29,0.41135048460403767
S.Diggs,BUF,WR,89,0.7191649065928513,21,0.516790149586924
S.Diggs,MIN,WR,89,0.6695149380169557,16,0.5102603428819207
S.Draughn,SF,RB,24,0.6058694782356421,1,0.43579718843102455
S.Michel,LA,RB,57,0.7342242737088287,4,0.3359511648876625
S.Michel,NE,RB,120,0.7369436317433914,16,0.39638970158994197
S.Miller,TB,WR,30,0.5873643914858501,3,0.51263560851415
S.Perine,CIN,RB,51,0.6556086680468391,3,0.4032148613649256
S.Perine,WAS,RB,45,0.6638892889022827,1,0.3583329333199395
S.Roberts,LV,WR,38,0.7628529581584429,11,0.5266207260520834
S.Shepard,NYG,WR,123,0.771062276712278,34,0.5053604875153642
S.Sims,WAS,WR,25,0.7273318910598755,5,0.4726681089401245
S.Smith,BAL,DB,20,0.6145884975790977,3,0.5354115024209023
S.Vereen,NYG,RB,31,0.5347466055423983,0,0.4652533944576017
S.Ware,KC,RB,80,0.7165227809920907,11,0.4209772190079093
S.Watkins,KC,WR,42,0.7303910567646935,12,0.5553232289495922
T.Allgeier,ATL,RB,51,0.7394951821542254,4,0.3389361903947942
T.Austin,LA,WR,46,0.6989646803425706,6,0.43147010226612503
T.Benjamin,LAC,WR,36,0.5977769022186598,4,0.5133342088924514
T.Boyd,CIN,WR,121,0.7305999409315015,31,0.5255984061759366
T.Brady,NE,QB,24,0.8444549577931563,0,0.1555450422068437
T.Burton,PHI,TE,23,0.712996887124103,4,0.46091615635415784
T.Cohen,CHI,RB,109,0.6670501348348933,13,0.4522159202109783
T.Coleman,ATL,RB,111,0.7104141051704819,14,0.4157120209556442
T.Coleman,SF,RB,39,0.726628595055678,6,0.4272175587904759
T.Conklin,MIN,TE,21,0.8028856459118071,8,0.5780667350405738
T.Conklin,NYJ,TE,20,0.7287752352654934,6,0.5712247647345066
T.Eifert,CIN,TE,23,0.6822439023981923,4,0.4916691410800685
T.Etienne,JAX,RB,45,0.7181086669365565,6,0.41522466639677685
T.Gabriel,CHI,WR,27,0.6426098942756653,5,0.54257529090952
T.Ginn,CAR,WR,36,0.7465541635950407,10,0.5312236141827371
T.Ginn,NO,WR,34,0.7344444823615691,10,0.5596731646972544
T.Gurley,ATL,RB,38,0.6432295872976905,3,0.43571778112336207
T.Gurley,LA,RB,274,0.7161757617536253,34,0.4079118294872507
T.Heinicke,WAS,QB,22,0.7212796414440329,2,0.36962944946505805
T.Higbee,LA,TE,92,0.6704531224525493,19,0.5360686166778855
T.Higgins,CIN,WR,69,0.8102848598922509,23,0.5230484734410825
T.Hightower,NO,RB,27,0.7243892153104147,3,0.3867218958006965
T.Hill,KC,DB,152,0.6972621248936967,31,0.506685243527356
T.Hill,MIA,DB,30,0.8814407785733541,12,0.5185592214266459
T.Hill,NO,DB,74,0.7867571759868313,11,0.36189147266181737
T.Hilton,IND,WR,135,0.6865512196664457,30,0.5356710025557765
T.Hockenson,DET,TE,55,0.6449602926319296,9,0.518676071004434
T.Homer,SEA,RB,29,0.7337879577073557,6,0.4731085940167822
T.Huntley,BAL,QB,23,0.7723691748536151,3,0.3580656077550805
T.Johnson,DET,DB,27,0.6758257779810164,3,0.43528533313009476
T.Johnson,NYJ,DB,59,0.8454684632814536,15,0.40876882485413957
T.Jones,DET,WR,20,0.6297353245317936,3,0.5202646754682064
T.Kelce,KC,TE,196,0.7782643689792983,59,0.522756039183967
T.Lawrence,JAX,QB,26,0.9001894856874759,7,0.3690412835432933
T.Lockett,SEA,WR,138,0.701383145445067,36,0.5594864197723244
T.McLaurin,WAS,WR,92,0.6921312593571518,18,0.5035209145558917
T.Montgomery,GB,RB,58,0.7893175713974854,10,0.38309622170596286
T.Patrick,DEN,WR,43,0.6689988062825314,8,0.5170477053453756
T.Pollard,DAL,RB,139,0.6894854017727666,13,0.40403977808334846
T.Rawls,SEA,RB,37,0.7250735083141843,3,0.3560075727668968
T.Riddick,DET,RB,74,0.6602891083504703,9,0.4613325132711514
T.Sharpe,TEN,WR,30,0.7307146966457367,7,0.5026186366875967
T.Smith,NO,DB,43,0.7823737190906391,14,0.5432076762581981
T.Tagovailoa,MIA,QB,25,0.7720519661903381,1,0.26794803380966187
T.Taylor,BUF,WR,42,0.7695834906328292,8,0.42089269984336125
T.Taylor,SF,WR,23,0.5059969742660937,0,0.4940030257339063
T.West,BAL,RB,65,0.7231519002180833,6,0.369155792089609
T.Williams,DAL,DB,29,0.685983227758572,6,0.5209133239655659
T.Yeldon,JAX,RB,94,0.7320207837731281,12,0.3956387906949571
V.Davis,WAS,TE,30,0.7491107846299807,7,0.48422254870335263
V.Jefferson,LA,WR,32,0.6117408340796828,4,0.5132591659203172
V.McDonald,PIT,TE,33,0.6759283154299764,6,0.5058898663882053
W.Dissly,SEA,TE,26,0.7366905831373655,6,0.49407864763186526
W.Fuller,HOU,WR,69,0.7164343193821285,16,0.515449738588886
W.Gallman,NYG,RB,77,0.7132356263600387,7,0.37767346454905226
W.Smallwood,PHI,RB,50,0.6976742523908616,4,0.3823257476091385
W.Snead,BAL,WR,23,0.7571509214846984,7,0.5471969046022581
W.Snead,NO,WR,33,0.7786551984873685,10,0.5243751045429346
Z.Ertz,ARI,TE,36,0.5644872263073921,2,0.49106832924816346
Z.Ertz,PHI,TE,108,0.6883566531318205,21,0.5060877913126239
Z.Knight,NYJ,RB,20,0.5949645608663559,1,0.4550354391336441
Z.Miller,CHI,TE,21,0.6628741394905817,3,0.4799830033665612
Z.Moss,BUF,RB,36,0.7227445046106974,4,0.38836660650041366
Z.Pascal,IND,WR,54,0.6641362858591257,11,0.5395674178445781
Z.Zenner,DET,RB,40,0.7300938848406077,5,0.39490611515939233
